Gene	S00022	S00050	S00472	S00501	S00827	S00830	S00836	S00837	S01453	S01494	S01556	S01563	S01698	S01728	S01792
SEC61G	166.709	122.584	85.3382	108.506	283.82	120.207	188.801	91.7829	189.078	158.616	67.4167	90.648	200.137	98.1312	94.8698
SEC62	40.8959	31.1616	30.3881	39.7426	24.7017	25.3522	25.4241	23.1532	41.289	34.6198	21.6609	22.2067	17.1183	41.6613	30.592
SEC63	27.8951	22.0738	24.4843	21.7977	39.6149	31.1147	34.4105	25.4631	27.4234	19.5549	39.8758	23.4926	21.2063	33.3047	42.3941
SECISBP2	16.2412	13.0063	8.42669	8.43653	12.8045	8.34957	12.2324	8.82282	14.266	12.9269	10.6424	12.5556	10.7846	13.3222	14.8617
SECISBP2L	8.67672	9.19619	5.60172	6.79487	5.03896	6.51238	7.11096	7.00332	9.59575	9.16578	5.40812	9.49407	7.89053	9.00693	12.61
SECTM1	5.30322	2.05815	4.16976	13.4196	5.27307	9.10238	5.53258	13.3201	1.80787	1.35248	1.0132	9.72428	9.78618	1.81341	2.1086
SEH1L	33.6806	43.4676	53.6074	29.2377	48.316	32.1005	53.851	30.7117	29.3023	29.0962	54.7372	25.8413	40.0062	27.024	42.8533
SEL1L	15.407	16.3752	15.1011	21.9501	18.8363	29.5966	29.2655	22.757	22.1075	18.5801	16.3595	17.4969	18.6142	19.0208	27.5917
SELE	0	0.102673	0	0.008849	0.010439	0.334353	0.003439	0.020609	0.001452	0.047722	0.000615	0.002005	0.043833	0.000322	0.051163
SELP	0.023716	0.14589	0.048557	1.60633	0.361249	1.02316	0.251208	0.591691	0.281057	0.154491	0.173536	1.22122	0.497717	0.186275	0.207541
SELPLG	0.325254	2.3569	2.22666	4.31226	2.48413	12.9795	3.28954	7.87084	1.17105	0.984447	0.314125	4.5858	4.30406	0.716683	0.380418
SEMA3A	0.163141	1.65257	0.200838	0.554552	1.88985	1.15465	0.555811	1.38491	3.93037	2.65797	0.807501	0.377883	0.697282	0.283242	0.470417
SEMA3C	0.584689	0.792261	1.55688	3.66561	1.90382	3.40777	3.84231	4.17138	12.4535	19.6507	1.62142	5.50479	3.28937	4.90889	2.041
SEMA3D	1.69779	0	0.149897	0.062008	0.419497	0.196653	2.27173	26.5489	4.60523	0.135259	1.10663	0.324029	0.144664	0.176177	0.255345
SEMA3E	0	0	0.113915	0.073346	0.610414	0	0.2338	0.195272	0.619317	0	1.57493	0.330518	0	0.230447	0
SEMA3F	2.91026	1.83288	2.84715	3.86756	1.49976	3.33407	2.82015	2.78068	3.94191	6.51521	1.9305	6.66465	4.81646	7.07712	10.8779
SEMA3G	0.673781	1.36529	0.796607	0.626451	0.612955	0.539283	0.606503	1.50052	0.654577	0.552205	0.643809	3.58194	1.14917	1.12372	1.60522
SEMA4A	0.469663	0.459853	1.01922	1.75366	0.525859	9.45463	2.66318	11.5927	0.665033	0.624518	1.36925	5.46603	4.5171	0.868035	0.068394
SEMA4C	19.178	7.67663	29.0497	20.817	18.782	13.56	24.056	13.4264	45.2827	14.3935	15.8411	30.693	17.6096	34.2266	21.2511
SEMA4D	10.4216	16.1657	3.44136	21.421	12.4855	16.144	5.73226	9.22031	11.3782	9.09616	4.99855	13.5514	11.1633	12.1275	8.75686
SEMA4F	2.163	4.24051	3.64655	3.83561	4.36296	4.17312	6.67734	4.07084	7.497	14.1773	0.717459	4.43851	2.27203	2.51701	3.98765
SEMA4G	1.61491	1.54207	3.5898	0.961139	0.858732	2.51559	1.18577	0.533983	3.79146	4.50052	0.648679	2.8756	2.04478	1.25742	2.00437
SEMA5A	1.87722	13.0033	1.92297	1.90776	2.05975	2.00616	5.41782	1.71436	1.83224	0.929337	16.3655	2.04154	1.42551	2.32207	19.5779
SEMA5B	0.391076	1.21067	0.38876	0.417175	1.41159	1.185	0.503415	0.548274	8.98962	13.3416	2.04435	0.894817	0.463048	4.43932	0.71406
SEMA6B	2.04494	1.61298	2.41916	0.774415	2.77697	4.19365	0.929063	1.82137	0.802952	2.81721	2.23763	2.07752	1.6788	0.461878	6.00001
SEMA6C	4.52134	11.6599	9.94045	0.904564	5.70347	12.3679	4.20379	1.5801	8.27477	3.4779	8.32897	4.6072	7.81564	11.291	9.93615
SEMA6D	1.74378	3.18779	0.319028	2.62641	1.14411	2.95565	0.214479	0.169139	0.901571	9.6874	0.384849	0.622824	1.31523	0.67514	0.748408
SEMA7A	0.473071	1.36421	1.90912	2.90012	2.19073	4.82636	2.75095	6.05878	1.41461	5.1635	2.13921	2.73098	5.0209	2.83721	2.67853
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SENP2	23.7169	28.7134	16.0796	17.3704	16.4628	12.7577	17.6997	19.792	27.9463	29.8746	13.8302	17.1602	11.4398	33.9917	16.9819
SENP5	16.3471	21.6977	14.5352	12.296	14.8231	8.29817	11.8591	13.7542	25.5729	20.6452	11.985	11.3571	11.0438	22.0507	15.6297
SENP6	2.67509	5.03629	4.12179	4.27405	5.51351	3.20633	2.71174	4.22749	4.5525	1.83164	10.7786	4.1573	3.89149	4.52894	5.14101
SENP7	3.58917	2.9696	4.42891	3.9088	2.23473	3.1188	1.59892	2.62001	6.63086	9.35071	3.94889	2.49303	5.21349	2.55681	7.22752
SENP8	3.91303	3.8853	1.49222	1.30188	2.84009	1.48799	3.36926	2.54526	3.59777	2.77067	3.61496	2.90476	2.16574	2.68365	2.63057
SEPHS1	22.8697	12.2382	17.0185	13.0865	12.4629	15.4726	18.3342	24.3184	12.5145	24.1521	14.7124	29.0129	17.2135	24.02	17.3446
SEPHS2	14.2237	0	12.7212	0	9.63833	0	31.5007	0	0	0	19.9415	0.699045	1.19117	0	27.3416
SEPSECS	0.006957	0.010546	0.00888	0.009602	0.007901	0.009344	0.006967	0.006631	0.285483	0.007062	0.257418	0.004369	0.00541	0.00438	0.006476
SERAC1	6.78705	4.0257	4.1042	4.37819	9.05262	4.19666	5.23013	2.39375	8.1199	6.98702	4.16836	6.5156	5.33397	5.77086	5.02083
SERBP1	65.6009	37.9238	21.9871	33.9341	38.9657	16.0737	37.1815	33.4824	43.0244	41.9425	55.019	33.3091	35.9554	32.605	42.9988
SERGEF	10.9991	21.5464	67.9479	76.4823	18.9733	9.28108	24.426	16.1958	27.5789	18.0716	19.1218	21.3061	39.4119	19.3338	26.5953
SERHL2	0	0.363488	0	0.88382	0.400094	0.665617	0.717982	0.000212	1.10446	0	0	0.002802	0	1.00E-06	4.44044
SERINC1	109.275	93.7951	116.446	86.6046	130.991	114.842	99.1595	75.3908	96.5436	32.3235	97.3781	46.617	52.7576	101.476	101.801
SERINC2	35.324	51.381	81.5023	43.9484	33.8751	41.1726	38.7781	11.2458	52.7411	2.57281	21.4361	40.5431	56.0036	38.8244	37.1528
SERINC3	74.1184	46.7074	90.0955	93.1764	77.2592	55.4247	69.2584	94.2507	88.6876	54.6023	53.527	47.7895	63.1745	69.0224	63.2677
SERP1	114.825	80.011	73.2144	109.262	85.9748	77.9558	85.0724	100.599	113.356	75.2348	63.3104	77.3181	77.1311	138.905	67.8736
SERP2	1.52343	1.5972	1.30469	0	3.56306	1.47277	1.47228	1.60171	0.903333	4.07925	4.58932	0.48929	1.23417	0.709877	0
SERPINA1	0.834022	4.01544	23.8831	45.2735	5.00072	54.4419	80.2019	56.5323	6.42201	5.2284	1.46482	76.6817	58.3802	135.068	2.35853
SERPINA10	0	0	0	0	0.190102	0	0	0	0	0	0	0	0	0	0
SERPINA11	0	0	0	2.43965	0	0	0.329467	0	0	0	0	0.212501	0	0	0
SERPINA12	0	0	0	0	0.140586	0	0	0	0	0	0	0	0	0	0
SERPINA3	0.001974	0.00186	0.000556	2.05129	0.000286	0.926023	0.000833	0	0.000275	0.00014	0.370717	0.000366	0.00423	1.42493	0.000244
SERPINA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA5	0	0	0	0.406785	0.646177	0	0	0	0	0	0	0	0	0	0
SERPINA6	0	1.19587	0.397591	0.177788	5.6358	0	1.00991	0	0	0	0	0.776516	0	0	0
SERPINA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB1	9.34213	10.9974	16.6121	37.2936	13.0193	25.578	24.4262	38.2161	8.37636	10.662	13.8469	26.6455	26.5149	28.9345	27.7142
SERPINB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206817
SERPINB12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	0.20045	0	0	0	0	0	0	0	3.80449
SERPINB2	0	0	0	0.260712	0	0	0.434798	0	0	0	0	0	0	0.72467	4.96162
SERPINB3	0	0	0	0.332266	0	0	7.05942	0	0	0	0	0	0	2.38421	14.1557
SERPINB4	0	0	0	0.065951	0	0	0.873008	0	0	0	0	0	0	1.21644	5.80901
SERPINB5	1.49412	13.1825	4.46537	0.944442	4.61563	7.11167	14.1265	0.192935	8.48995	0	0	3.74249	14.0002	14.4924	19.4162
SERPINB6	3.05299	5.08641	6.55673	15.1624	8.73034	12.5834	9.57009	7.51112	4.31816	7.26402	19.6237	18.4723	10.2491	7.45619	25.4537
SERPINB7	0	0	0	0.302228	0	0	0	0	0	0	0	0	0	0	0.456068
SERPINB8	3.69168	2.48619	4.15811	8.38703	1.93153	2.51942	5.04974	1.27506	6.25648	0.326272	0.240178	2.45901	6.18489	4.52829	1.69984
SERPINB9	0.901212	2.53066	2.50911	6.46048	4.14248	7.54162	4.16828	21.319	1.50652	5.70509	3.62716	6.29762	8.10527	2.36636	3.42306
SERPINC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPIND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINE1	14.5408	14.3448	27.7414	129.548	26.3231	83.6106	9.27449	29.0609	27.866	7.0326	5.85835	13.3699	206.881	32.2549	49.7336
SERPINE2	7.07167	26.3643	61.5071	79.0857	24.0129	63.8466	19.7513	11.6902	11.5081	6.05164	10.1002	22.8318	32.8915	29.5384	22.602
SERPINF1	3.75316	4.9665	29.3695	112.488	17.7761	97.2732	16.3062	34.5285	14.8187	370.541	9.91737	40.5656	37.8235	35.3474	43.9628
SERPINF2	0.04921	0.066077	0	0.962377	0.122797	0.075653	0.120244	1.34855	0.16232	0.021553	0.083746	0.451027	0.138166	0.205121	0.081121
SERPING1	5.59237	15.2295	43.5899	90.0664	51.8828	130.396	55.3058	112.217	33.2616	16.8641	14.407	161.587	138.289	54.7172	24.1219
SERPINH1	22.7971	25.3525	69.3868	84.9655	58.1978	78.1183	50.4422	70.9111	48.1899	67.9957	35.9261	76.8314	84.4503	110.444	161.733
SERPINI1	10.0918	2.53766	13.3731	6.69243	2.18709	11.1225	3.85923	2.02276	3.87839	8.55697	2.49113	5.64664	3.45442	7.1179	3.01385
SERPINI2	0	0	0	0	0	0	0	0	0	0	0	0.804438	0	0.283544	0
SERTAD1	2.39298	1.17345	14.8055	10.356	3.39054	5.18792	5.03584	6.64446	5.53643	8.12832	2.11249	10.1784	17.0307	13.6702	11.6522
SERTAD2	17.7562	11.1533	8.04927	11.2366	9.68333	12.1673	10.2869	7.95286	15.2639	10.5268	3.32919	6.16577	5.70851	22.4254	3.94903
SERTAD3	6.15835	1.5647	16.797	8.47818	3.62227	7.1714	10.6197	11.8267	5.22337	4.6536	6.42367	8.83749	9.35265	11.7577	10.9714
SERTAD4	18.4146	5.43598	8.12456	8.165	15.5818	8.33296	11.8304	9.73185	15.3533	9.25995	18.3208	10.6055	9.84409	14.7052	10.4742
SESN1	8.05932	9.94047	6.6269	5.462	9.8589	8.75813	5.8436	3.34996	10.8981	5.97005	8.64851	6.72607	7.51963	9.82711	12.1109
SESN2	5.74092	1.92071	7.80488	2.84838	8.91099	3.38107	6.35671	3.91418	6.01998	19.5039	4.11175	5.44043	5.12833	2.49029	7.91568
SESN3	21.7038	24.7766	2.87555	2.77791	7.90258	17.5019	1.9899	6.42291	0.904346	30.0477	4.04248	8.18036	6.18891	4.5208	16.3216
SESTD1	32.0173	34.3714	35.8789	26.0089	38.6486	15.393	28.3344	7.10803	41.6059	18.66	9.05023	24.3974	16.5005	25.5646	40.8809
SET	105.403	245.856	130.623	136.887	231.067	119.991	132.117	155.833	125.157	146.379	182.651	116.442	86.2753	151.984	128.328
SETBP1	16.0496	30.7767	19.2876	5.85263	18.4236	22.738	10.7002	4.60351	16.1688	0.623649	7.04922	6.17532	13.5077	3.71961	16.5718
SETD1A	8.0269	14.4421	13.3181	8.26254	7.77928	8.45575	9.59607	10.9252	11.8996	6.33612	10.5823	11.9345	7.45294	13.7911	14.8392
SETD3	20.0461	23.8611	19.0852	14.8603	18.5454	23.9942	22.4589	26.9476	26.5793	18.3743	16.8187	14.3449	15.3507	19.1883	32.9463
SETD4	0.416172	0.08762	0.533099	0.173435	2.24289	0.556655	1.93523	0.300258	0.304764	1.21051	1.11401	3.21958	1.15551	1.11404	0.150778
SETD6	0.171664	1.50301	1.0351	0.890432	0.306544	1.61654	1.81363	1.13835	3.15667	1.20035	4.76923	0.920703	1.43555	3.37718	1.72707
SETD7	7.14532	22.7993	20.0443	28.9493	13.946	15.6421	13.0979	13.4944	27.11	13.0406	2.66163	8.798	7.60842	17.3868	16.2749
SETDB1	0.091553	0.079791	0.017246	1.38501	0	0.039456	8.20225	7.13341	2.23606	0	4.4727	0.087913	0	1.90E-05	0.60961
SETDB2	0.238653	0.353745	0.066492	0.103568	0.240954	1.83609	0.36939	1.07406	0.112424	0.123591	0.150045	0.395918	0.269438	0.189992	0.280125
SETX	8.34498	14.7679	10.4781	12.808	20.0523	11.4626	14.2242	13.371	14.6136	12.0135	6.027	10.6819	9.3009	8.17145	13.1662
SEZ6L	10.6914	34.833	36.8927	9.11805	15.4945	18.7783	12.2242	0.106487	69.5191	8.57308	0.004922	13.1378	17.4648	21.5875	35.4707
SEZ6L2	11.7718	35.3959	41.1457	30.5704	8.96895	32.7252	38.366	2.70757	26.4837	15.0078	19.6913	15.0191	10.9092	76.57	54.9693
SF1	73.4206	86.7833	75.1207	48.9657	80.4812	53.4651	67.3653	53.1323	61.0116	83.3299	51.9005	70.9769	72.1309	64.3095	52.3305
SF3A1	90.0408	61.7858	52.2539	37.6151	60.0416	35.8346	59.5217	34.8494	36.2179	44.7213	43.6148	39.8673	55.3294	28.1468	41.5423
SF3A2	97.1909	70.3886	119.156	25.1221	142.818	37.6287	40.9366	40.0344	44.5264	55.229	92.7024	70.6477	148.635	61.0187	91.6953
SF3A3	56.0829	25.3822	18.486	15.779	27.6926	15.5785	27.7168	20.729	22.6413	21.7454	31.078	23.9848	27.3146	20.7754	24.1036
SF3B1	128.902	95.7361	105.428	98.4036	105.947	95.9795	98.9712	135.337	133.313	151.742	94.4875	131.647	110.37	114.252	114.179
SF3B2	54.8538	79.1955	78.0081	33.6445	89.4524	43.7359	57.5609	60.5489	43.9731	97.1114	74.2178	74.7844	64.1977	63.736	66.0407
SF3B3	78.6539	87.769	42.3611	52.9772	57.1391	66.7722	82.6589	84.467	82.509	45.5777	94.1009	98.2747	65.5264	88.3267	45.271
SF3B4	44.1239	50.1749	67.3524	31.9642	48.6951	30.3795	60.5451	58.3782	39.073	54.0237	64.218	57.8348	64.6026	48.7279	53.4619
SF3B5	97.9362	85.3253	112.997	133.841	160.566	109.888	130.101	137.491	115.718	99.4005	196.157	159.848	156.656	142.671	85.4134
SFI1	1.77134	2.70139	8.08267	0.256711	2.12693	0.853445	1.17098	0.302033	2.66551	0.778541	1.04297	0.981014	1.28318	0.155497	3.13511
SFMBT1	3.15593	4.29407	4.91314	6.60962	3.99122	6.76744	2.89488	7.59329	6.33145	4.84272	2.60221	3.06867	5.03544	5.63502	7.14129
SFMBT2	1.20862	0.613058	0.478036	0.713617	0.66596	1.75266	0.445769	1.34404	0.196981	0.445226	1.52226	1.69796	0.53508	0.141522	0.354317
SFN	79.0303	24.758	64.879	24.212	24.1593	15.8676	35.3948	19.6827	45.2866	26.6618	0.927076	71.2241	54.2566	43.7406	63.8122
SFPQ	310.471	167.1	141.263	90.3028	174.621	101.742	175.468	153.815	150.525	138.05	249.898	165.399	174.585	141.346	186.335
SFRP1	3.25542	13.8777	0.697847	2.88081	3.4311	27.0313	5.90316	0.11472	0.541254	1.13201	1.69922	2.58078	1.34682	1.61446	2.50546
SFRP2	2.59493	2.07073	69.7705	24.9979	22.1599	44.0394	24.0464	38.4222	45.7885	51.7531	3.4383	62.5507	56.6216	39.4393	15.6718
SFRP4	1.79498	4.99337	8.84873	40.9592	11.1906	217.704	9.3321	18.6558	13.2495	9.94	0.829015	16.299	25.2286	29.1184	1.84516
SFRP5	2.61051	2.82999	0	2.79288	31.794	3.9758	1.62162	0.516803	2.36594	0.149547	2.97125	3.60153	1.36107	121.808	19.7463
SFT2D1	11.4276	12.5725	2.40284	7.19187	7.12646	18.1909	10.6963	54.9007	0.721764	4.30469	4.26224	11.7978	4.00317	7.44481	7.34281
SFT2D2	11.8407	14.3826	16.2524	18.714	14.8751	12.5998	12.1758	23.3485	14.3006	11.8822	9.97081	18.2795	13.9136	12.8875	14.6569
SFT2D3	9.27734	9.80473	13.0028	6.74228	9.95391	7.55161	7.80049	8.82568	12.1147	6.72414	10.99	11.0292	8.15358	16.3634	12.0821
SFTA2	0	0	5.8883	4.31019	0	0	17.5139	21.2408	0	0	0	23.8821	5.53817	21.4831	0
SFTPA2	0.451374	0.18141	107.114	94.4815	0.636314	3.38539	373.317	281.607	1.02986	0.065276	0	671.937	187.212	493.937	0.58345
SFTPB	1.43241	1.51027	189.613	174.504	25.7064	16.8392	644.891	430.932	1.30485	0	0	523.863	403.562	1034.98	4.3319
SFTPC	0.494377	1.10232	87.7836	52.1894	0.730276	10.4201	108.871	462.952	1.32317	0	0	1517.57	54.8985	184.468	0
SFTPD	0.428317	0.18248	11.0317	8.26263	0.172423	2.01607	26.1498	57.6065	0.405719	0.740848	0	66.0719	19.1576	16.6997	0
SFXN1	37.7473	36.9197	30.5431	25.7752	20.1349	17.4254	34.0831	23.2756	19.2762	31.8406	22.8727	17.6462	19.5962	17.8591	21.4704
SFXN2	5.99086	5.4932	1.68487	6.74917	5.61057	3.63876	3.86228	10.9982	2.7296	5.28535	8.39313	7.77612	3.08179	5.19768	3.82245
SFXN3	4.37652	1.35383	0.823878	3.44237	1.33389	4.58807	0.865144	3.32176	2.29932	8.05234	1.2707	3.90659	2.30791	3.88492	1.565
SFXN4	9.70797	4.84418	5.39182	7.6721	6.41601	4.2838	7.20006	5.32988	12.6712	14.7919	9.52313	5.28708	6.55579	9.57326	3.90539
SFXN5	10.7028	10.6486	4.06169	3.5946	5.41961	3.87628	6.08939	2.88305	6.66659	5.22967	2.03652	5.46478	4.32354	10.9413	5.75659
SGCA	0.252529	0.877564	0.878988	0.79913	3.81641	0.981349	0.324409	1.04193	1.13556	0.164134	0	3.0368	1.95747	3.63063	0
SGCB	42.5876	59.7347	44.1311	16.6981	24.1932	28.854	33.6189	7.8914	39.3359	8.26587	11.2349	19.6544	9.98731	25.7619	29.9986
SGCE	6.69057	79.5025	69.3026	33.7593	34.2379	40.121	40.8498	8.87669	44.0573	31.126	6.96469	17.7794	19.2536	33.7514	37.5877
SGCG	0.332459	0.287224	0	0	3.71518	0	0.382348	3.68886	0	0	0.928818	0.29432	0	0	0.277782
SGCZ	0	0	0	0	0	0	0	0	0.158881	0	0.000233	0	0	0.00039	0.000441
SGIP1	0.020191	0.018387	0.008473	0.108005	0.164779	0.092438	0.001074	0.006094	0.95795	0	0.017107	0.28891	0.007559	0.03343	6.90E-05
SGK1	7.83311	5.69841	6.83717	41.6889	11.1093	27.548	18.4275	61.6399	18.454	11.9488	5.94632	26.9398	29.1281	14.0385	15.0129
SGK2	0.236743	0	0.349238	0	0.102227	0.079228	0.406062	0.148015	0.194633	0	0.076696	0.120653	0.139173	0.105974	0.472774
SGK3	6.2147	0.743563	3.28696	6.89246	5.8629	5.05058	7.00446	16.2416	5.03394	7.64693	0.344727	2.72684	0.242476	0.249581	0.021786
SGMS1	5.55301	3.08986	8.78472	10.5007	4.70739	7.62734	13.5875	5.06374	12.959	3.5501	4.54178	9.54591	8.59102	12.7169	7.09146
SGMS2	0.946584	2.20991	1.78016	7.47231	2.66769	1.65753	4.29758	2.43661	9.62021	0.340448	0.430694	3.13579	2.27086	3.8899	2.63144
SGPL1	48.8994	27.9232	49.1751	47.074	30.8436	47.2611	55.0664	19.1568	65.5511	25.3258	14.5473	54.0376	64.5401	58.8282	32.2301
SGPP1	6.22277	5.79744	7.34685	9.6563	6.5227	12.0157	8.45501	16.8814	11.78	26.5191	2.13372	7.20221	9.25952	7.33653	8.14638
SGPP2	7.76327	12.4965	4.76245	0.897357	2.53698	4.88826	5.95118	3.79549	19.1936	9.00303	11.6077	4.32181	1.20056	7.50346	22.4505
SGSH	5.26131	9.28779	11.6724	12.5745	7.00112	11.4864	12.4912	10.173	8.76684	10.5225	5.98862	9.51198	7.06398	13.5566	7.66186
SGSM2	18.216	19.9054	19.0953	14.0507	25.9087	11.7347	26.7789	10.7881	28.7756	30.3013	16.6151	23.918	12.3739	15.0486	14.897
SGSM3	25.8296	19.2285	32.2673	14.6699	16.4741	13.7198	18.0653	14.4009	29.1482	20.4617	13.6861	22.8664	14.7715	14.0779	17.579
SGTA	69.2176	68.6293	102.239	38.843	103.337	36.8478	27.7731	18.3509	77.2332	83.0228	63.6592	53.4326	124.413	65.6906	61.9638
SGTB	8.20159	7.84225	9.50052	4.81853	9.50421	5.82279	8.96613	3.9835	6.48577	4.69438	3.25565	6.72801	6.686	5.493	6.68389
SH2B1	5.46364	14.8958	12.1844	5.2586	5.63383	9.353	5.99535	3.97478	6.32806	4.72595	7.72494	8.19538	5.88065	11.3853	11.123
SH2B3	6.49939	13.1557	9.90735	11.7629	12.5665	12.0172	7.99039	9.8777	10.9573	10.1909	5.03988	10.6928	9.67553	7.35173	16.0235
SH2D1A	0	0.928066	0.579913	2.868	1.00067	4.17718	1.7269	1.94539	0.169972	0.236683	0.372082	2.62267	2.47165	0.267694	0
SH2D1B	0	0	0	0.502417	0.271237	0.210967	0.033388	0.227835	0	0	0.222708	0.154245	0.010618	0.073686	0
SH2D2A	0.110974	0.471091	0.226584	0.680561	0.649653	3.64157	0.605868	2.98929	0.017344	1.4836	0.397365	0.640964	1.03277	0.036442	0.241925
SH2D3A	0.311567	0.236877	2.2138	8.91796	3.62645	0.543933	2.71869	3.57424	1.83437	0.200911	5.62998	1.99792	5.79291	6.73731	3.0109
SH2D3C	2.03159	2.29035	1.34476	1.4602	0.874784	1.62318	1.96538	1.98533	2.25708	1.93328	2.06716	4.92798	3.6285	1.95253	5.99583
SH2D4A	0.19826	0.797665	0.558262	3.51392	1.96909	0.269049	1.00621	2.16758	0.308169	2.09075	0.294952	2.36622	0.972386	2.21778	1.16678
SH2D4B	0.069327	0	0	0	0	0	0.339682	0	0	0	0.065428	0.026075	0.014008	0	0.007548
SH2D5	5.95233	43.4939	0	0	0.232107	1.04693	0.390161	0	0.594901	0.26637	0.707888	1.88904	1.58679	0	2.333
SH2D6	0	0.188598	0	0	0	0	0	1.72236	0	0	129.933	0	0	0	0
SH3BGR	3.7268	3.42941	1.22057	1.25423	2.57457	1.53801	2.74881	0.691789	3.06769	1.00292	0.916589	2.15075	1.82978	4.0431	1.86383
SH3BGRL	54.9744	38.6201	11.3006	70.2966	38.3292	90.3861	27.5412	76.5319	16.2563	119.124	59.5484	36.6017	25.3943	69.3229	48.0833
SH3BGRL2	0.000979	0	0	0.001673	5.80E-05	0	0.000267	0.001874	0.002739	0	0	0	0.000199	0.000611	0
SH3BGRL3	203.815	144.77	175.136	194.934	157.023	181.243	177.517	163.713	159.205	209.249	85.7715	215.276	218.405	115.325	160.493
SH3BP1	6.32282	9.52519	13.0618	4.37615	6.59456	7.04971	5.73906	6.18416	4.90877	6.26799	5.54526	6.45909	4.74261	4.29329	3.63551
SH3BP2	9.52354	17.164	14.8056	7.84382	9.41905	12.1839	10.8636	7.86611	7.15074	7.29412	8.71597	18.2827	7.72983	8.39954	8.42956
SH3BP4	40.5929	27.1552	43.6407	54.3216	38.3338	27.3582	41.4845	30.1475	52.2168	11.6413	2.06342	32.9371	24.3168	28.4446	37.7577
SH3BP5	28.5954	19.2947	3.31323	22.6412	10.7901	16.5577	20.4195	8.64428	14.9621	0.971426	5.22324	8.96234	8.46658	15.4838	21.9722
SH3BP5L	22.3055	20.7923	28.1466	16.0234	22.1064	15.8134	14.286	19.455	21.6907	17.081	23.3753	37.3774	20.4238	20.5563	28.2971
SH3D19	0.337672	0.336975	0.093218	1.2855	0.816014	0.142375	1.23851	2.80464	0.562631	0.013721	0.352231	1.58545	0.598867	1.46031	0.033299
SH3GL1	33.1284	48.2928	40.4526	21.2169	53.2495	24.047	17.251	17.5501	36.2536	46.7995	24.9774	32.1988	49.9088	38.9375	47.8454
SH3GL2	27.622	19.3826	6.34246	45.9307	13.2424	17.6466	25.3555	0.079471	24.3187	70.3216	20.4957	13.1788	57.8105	28.3994	0.006446
SH3GL3	4.35314	3.56478	0	0	14.9207	0	0	0	0.187243	1.17554	0	0.229111	0	0	0.317058
SH3GLB1	51.8436	38.4412	25.3448	20.3578	37.5584	20.2672	41.1588	10.6271	43.3856	16.8868	17.9177	19.5741	39.6558	26.3833	35.9986
SH3GLB2	28.9492	66.0396	42.0786	25.3076	33.9387	20.5321	28.6517	31.4265	25.9676	13.4162	23.1553	35.0949	18.6808	32.8647	37.0807
SH3KBP1	2.56364	1.84102	0.722507	0.155599	3.2329	7.28678	5.18549	3.28241	5.58344	2.32435	0.052814	6.16671	0.115252	2.00762	6.52587
SH3PXD2A	4.74726	0.040949	2.80751	2.25425	2.34389	1.88944	4.8074	1.28853	7.20538	0.876852	0.039988	0.010587	2.41188	2.3956	1.96171
SH3PXD2B	7.30085	6.45417	16.7045	7.1552	5.48245	8.26407	9.75188	6.86413	8.98195	1.58889	2.2889	7.30483	7.89773	6.63059	6.84503
SH3RF1	3.09116	4.97699	2.20981	2.90363	8.81936	4.16191	11.8434	8.17313	13.7961	6.39336	7.80496	9.02408	5.06934	11.4028	3.5028
SH3RF2	0	0	0	0.134168	0	0	0.157302	1.40455	0	0.526332	0	0.395677	0.129126	0.354615	0.459791
SH3TC1	0.959382	2.01932	5.80927	4.52894	7.42648	4.83884	3.38492	2.89267	4.15053	1.66502	0.871778	9.37947	5.1564	3.24225	2.62297
SH3TC2	0	0.111084	0	0	0	0	0.070247	0.781132	0	0	0.261073	0	0	0	0.078648
SH3YL1	0.010542	0.02418	0.024077	0.041062	0.059574	1.37112	0.012849	3.08873	0.00443	0.434548	0.650184	0.03495	0.011151	0.015042	1.37804
SHANK1	0.010954	0.075112	0.081107	0	0.296827	0.002372	0.039627	0.030253	0.009612	0.002399	0.006765	0.006409	0.028276	0	0.040783
SHARPIN	16.1403	17.5979	17.7466	12.7117	7.35342	15.9679	12.0814	11.287	9.53244	34.0313	4.84682	12.0245	9.20901	15.6652	8.97294
SHB	2.61999	7.16224	8.29186	7.22127	2.79234	2.40952	2.4215	2.55281	5.16247	9.53199	4.06662	2.37871	8.01114	6.11814	3.04724
SHBG	0	0.224452	0	0	0.223012	0	0	0	0	0.321937	0	0	0	0	0
SHC1	0.460718	0.566407	1.66012	1.35434	0.849489	1.3082	1.54238	2.67671	1.77207	2.86835	2.34679	7.96642	4.49252	1.19498	11.0583
SHC3	0.240262	0.656539	0	0.2857	0.385414	0.213201	0.508876	0.72602	0.361232	0	0	1.26904	0.557718	0.176215	0.156375
