Gene	length
CITED4	1310
ABCA13	476039
NLRP11	51366
TIGD5	5394
PDXDC1	164448
C1orf194	7877
ZNF154	12930
R3HDM2	177280
B3GNT3	18439
ITLN1	8641
NRXN1	1114032
SEPHS2	2244
OR10A7	951
GPBAR1	4364
ZNF784	3826
ZNF648	7143
C14orf119	4952
CCR8	3972
BBS10	3942
FIZ1	8142
PUF60	12972
SSC5D	30664
DCTPP1	6416
ZNF771	11809
TSHZ1	79148
PSTK	9990
SOCS4	22254
ZADH2	14027
OR1E1	1307
ZNF48	21797
FAM71E2	8353
NKX2-6	4148
TMEM150B	12541
WFDC11	21677
TMEM86B	2126
OR3A1	948
TRNAU1AP	25461
EXOC3	24115
TDRD6	16445
C12orf40	95732
CSNK1A1L	2406
LYNX1	6669
TH	7887
MED14	87238
FAHD1	12984
RCC1	33254
WFDC9	23346
MYLPF	7058
F2	20294
FAM71C	2362
PRKRA	19762
ZNRF2	83093
RRH	16971
SLC9A4	60747
FGD6	140719
GPR139	42294
PLD5	441712
OAZ2	15708
WFDC10A	1458
PNPLA1	65428
ALX1	21565
CCDC43	12361
KCTD4	8193
FZD2	3779
TIGD2	2085
HCLS1	29505
ZNF609	225491
PAK2	92791
CCDC66	64682
DEFB124	7508
MCFD2	39986
HARBI1	14367
DEFB123	9626
C11orf71	9069
CYP8B1	3688
OR6K6	1032
GAS1	3145
OR10Q1	1037
ZNF571	30539
GLIPR1L2	41600
DEFB119	13427
KCNE1	65521
NRIP1	103766
ZSCAN4	10218
BHLHA15	706
RNF182	55564
C9orf139	9319
TSPYL5	4441
FUT7	1915
GSX2	2336
SSTR2	11624
ZNF594	12334
PCGF5	121320
SLC47A2	38293
PRF1	5441
OR2A4	1758
MAB21L1	2901
YOD1	9132
TMEM64	24084
C3orf22	9241
OR10K2	939
CHRM4	7988
SHISA2	6464
S1PR5	5224
CLRN3	15101
GPR157	28798
CHST13	19137
AGTR2	4231
SLC36A4	53818
ZDHHC20	86800
ANKRD30B	106088
OR51E1	11507
ZFP3	17908
ARSJ	79364
HOXC9	3177
MAP3K15	155204
PPA1	30595
HOXC10	5134
PSMG4	9103
BHLHE22	3263
MAP6D1	9697
ZNF443	11316
CXCR2	11958
DEFB112	7831
GREM2	122583
C11orf42	5579
SSR4	4341
CAPS2	114923
ZNF792	7876
SCRIB	24849
KCTD2	18662
D2HGDH	34182
OXTR	19207
OR56B4	1152
FAM83H	9847
GPR62	2119
OR56A1	1071
ZNF572	6095
PITPNB	67638
TCEAL8	2199
OR52E4	939
LRRC57	10965
OR52N2	966
MRPL14	14038
GPR137C	84878
C1orf105	48145
OR52N1	963
BBS12	12242
ZFP82	35525
OR52N5	1034
NQO1	17160
OR56B1	2076
AEN	10942
FKRP	12519
TRAPPC5	6871
RPH3AL	140454
SLC25A42	49037
FCRL6	15746
SLC26A11	33074
HIGD1A	21628
CHRM2	151597
OR52N4	1037
MAPK15	6110
EHMT1	217123
ADIPOQ	15754
F2R	19645
ZNF707	10907
MUC16	132499
NPM1	23769
PJA1	4708
DHTKD1	54268
PENK	5685
ZNF746	25114
POLR2A	30249
TMEM132C	440513
SLC25A41	7727
OR5AK2	930
FRAT2	2233
TMEM102	2245
TMEM132E	59737
SPEM1	1309
HEPHL1	92855
OR5M8	936
CCL13	2131
DDX60L	123780
UTS2R	1310
AATK	48927
DDN	4227
SAGE1	19355
ZNF467	9407
SOX2	2512
ZNF678	98906
TMEM45A	84826
RAP2B	8402
ZBTB2	27445
RNF135	28873
OR6T1	972
ACBD4	11558
OR8D4	945
SGSH	11058
MAB21L2	2543
FANCB	29665
EDDM3B	2545
SETD2	147706
EDDM3A	2494
TMIE	17109
MEX3D	13654
OR52D1	1065
MRPS23	15264
OR52H1	963
GPR135	4622
P2RY13	3238
TNFSF15	21388
ZFP41	15767
PHLDA2	1148
ATG9B	9348
GPR88	3883
PLAG1	50365
OR8H1	936
OR5T1	981
YIPF6	38504
OR5T2	1080
ZBTB20	832783
OR2Z1	1056
C5orf30	19898
OR8K5	924
AMIGO1	5550
OR8H3	939
OR8H2	939
GPR3	3193
ODF3L2	11638
OR5AS1	975
ACTL9	1396
SIAH2	22045
OR6S1	996
SLC9A9	583247
LSM10	4473
RELL1	95573
RFX7	157803
SLC35C1	8945
TIGIT	16261
RNF41	19744
SLC2A4	6540
FTMT	952
CLDN7	3291
ZNF329	24542
ZNF101	15354
OR4C6	930
C5orf24	14056
ADO	3760
OR4P4	939
PRKAG1	16503
GINS3	13677
OR4C15	1348
OR4A15	1035
OR4A16	987
OR52K2	1067
NEUROG1	1683
CCDC149	174088
MRPS11	13069
SNRPE	9554
RTKN2	75759
CHST15	85931
ADIG	7267
USH1G	7176
MGAT4C	883332
IDH2	19424
OR52A1	939
PTCHD3	16181
OR6B2	939
TNRC18	116757
FAM181B	3925
TMEM30B	3969
DEXI	13578
ZNF716	23383
NOP10	1446
FAM89A	21297
KCNIP1	383146
TDRKH	18933
ZNF708	38280
MRPL41	677
ENPP7	11314
CREB3L2	127108
P2RY8	74605
UNC5C	386470
MRGPRG	870
TSEN54	8208
RGMA	53940
ASB18	70894
UBA7	8745
MRPS16	3796
CRYGB	3586
LDOC1	3895
ARL6IP4	2854
EXT1	312457
SHMT2	5225
MOB2	17323
HHIPL1	65801
ATP6AP2	25879
ZAR1	4138
CYB5D1	4280
BACE2	114371
UBE2E2	388824
SYNM	30513
KCNA4	7301
GABRG3	570803
NLRP10	6138
FIGN	133398
IZUMO1	6058
TMIGD1	17725
B4GALNT4	12619
AP1S2	29008
C8orf33	3564
DCAF4L1	4710
ZSCAN22	15339
KCNJ14	11407
FBXL6	3042
C1S	10315
GLTPD2	1626
PRAMEF8	3834
LIPF	14373
OR5P3	936
DAOA	25168
ZNF804B	578829
C17orf77	9531
KBTBD3	26641
CLN8	22782
PLCXD1	27001
NXPH4	9656
CACNB4	266397
TRAPPC6B	22520
PGBD4	6604
NPLOC4	80226
OTOL1	7135
KCNK4	8730
TEX19	4529
TSHZ2	522973
CAPN12	14283
EXOC7	22772
KPNA2	11120
XKRX	15473
BGN	14567
CEP97	45949
LHFPL1	49291
FES	11273
GLRX5	9665
FAM104B	18094
TBPL2	26336
CAV3	12957
MXRA7	38415
LIMK2	67783
MFSD5	2821
RNASE10	651
ADI1	22166
SPNS3	54265
CLEC4G	3215
SATB1	100216
NXPH3	7940
CSF1R	60082
EPHB3	20624
VCX	1882
KRTAP11-1	937
HS3ST4	445727
TRAK1	138691
TSPAN10	11589
OR2V2	948
PLCB1	752635
SKA2	45330
RXFP3	2533
OR10G7	936
NDN	1906
OR4Q3	942
NTM	966207
TTC3	129936
KCNB2	401125
GALR2	2757
RESP18	5771
TSKU	15842
ANXA2	50836
RGS6	634351
HOXB4	2844
SLC35D3	3360
PAQR7	9770
PAPPA	248531
MAFA	2669
NGRN	12206
GRID1	767244
OR2T29	948
CCDC87	2888
GSTA5	14354
C1orf116	14235
CRIP2	7218
DDX28	2317
KRTAP13-2	882
ACBD3	42063
C16orf72	29992
PLCXD3	203650
VMO1	1080
OR4F15	939
ALG12	18210
LCK	34901
GALNT9	225259
COL18A1	108555
RBM10	41598
GLUD2	2485
TMEM95	2064
TCHHL1	4924
RPL35A	6421
RGS7	581717
SLC25A18	30564
ZNF721	59169
TCEAL7	2141
C11orf54	23078
CEP63	89290
WFDC10B	20369
OTOP3	14191
EWSR1	32255
ODF3L1	3648
HMGN4	8568
SPATA13	327267
GJC1	32364
SOX1	4558
CNOT10	88688
MTA1	50903
ZNF662	13193
CADM1	335178
ZNF320	38204
C12orf60	20746
PYCR1	4945
NAA38	28736
SPNS2	40155
AP2A2	86437
SLC8A1	417913
OR1G1	942
SLC25A21	494686
OTOP2	9640
CYLC1	25575
PCP4	61954
ABAT	109954
SLC25A10	8781
CAMK1D	486000
RGPD6	64931
LYSMD4	6044
WBP2NL	29688
IGSF5	56690
NKX2-5	3098
AFMID	20385
GAS6	43528
NEB	249149
BEGAIN	32646
GPC6	1181215
ARHGEF37	53471
FAM43B	2448
CSMD1	2059554
CALHM3	6437
GPR19	35294
GJD3	4086
RABIF	10868
TMEM119	8234
FANCF	3291
CALN1	667653
GABRR3	48622
C2CD4C	3703
CHST6	23390
POTEC	31863
RUVBL2	22548
CTNNA3	1783673
RIMBP3C	5796
OR51B4	933
PTTG1IP	24319
DDX41	5385
OR52E8	954
CCDC60	206312
DAZAP2	7994
CCBE1	266485
OR5P2	969
FAM9A	10589
ZNF623	17712
OR2T34	957
OR52L1	1094
EPHA10	49145
SPDYE4	11015
CCDC125	52627
BCOR	126084
JRKL	3549
GBP6	24284
KIAA2026	89461
OVCH2	16871
FHL3	8745
OR56A4	1342
PMCH	1375
TMEM89	1011
C19orf71	4874
CCDC159	8426
RIPK4	27680
LRIT3	24209
SF3A3	33048
TFDP3	1693
TRIM61	23212
GRIN2A	429501
GTF2H2C	32232
ASB7	49113
SH2D7	11467
TREX2	1768
GPR132	16036
MX2	47367
EP400	130519
MEX3B	4241
PSMG1	8683
KLRC4	2374
ACSM5	31803
C10orf120	2138
SERHL2	20427
PCBP3	298726
PGPEP1L	39564
SETD3	83112
TNFAIP8L3	48676
ZNRF3	173917
FBXL7	439614
SFXN4	24948
GKN2	7662
FAM167B	1635
MRPL54	4884
ZNF438	187304
CCR3	24326
DGCR6	5769
RP1L1	48795
KRTAP8-1	578
C11orf88	22247
ZNF530	10214
NDUFB1	5584
KLHL25	35600
TRMT12	2207
PSG9	16249
GPR1	42732
BMP8A	38234
EFHC2	195801
NOG	1913
MRGPRX2	6263
UPP1	20131
OR4N4	1434
OPCML	1117838
TRIM52	5998
CMTM4	81994
TMEM50A	24028
NPBWR1	3827
FIGLA	13334
ASCL2	2455
TBK1	49995
CBX6	10795
MACC1	82730
ACSM2A	36149
TBL3	10877
KREMEN1	95299
TRAIP	27964
CHEK2	54092
FOXL2	2914
AIFM3	16188
KCTD16	314813
B3GALT5	60198
ZNF703	4238
SLC35F3	419836
KCTD8	274907
TUBA8	20925
EMILIN3	6857
OLFML1	25872
FAM162B	13523
RBM12B	11654
CCR4	4706
LIN9	78611
BTBD9	471479
NUDT14	8374
ANKRD45	61516
PNMA3	3996
GPR39	229778
FAM3B	40927
IQGAP3	47161
CNGA2	10819
TOB2	13308
SCN5A	101626
ARSI	6563
UTY	232292
TTC32	5353
LRRC55	9765
DNAH2	115968
SH2D1A	26879
PRKX	109310
KCNH8	387133
SMTN	23307
NPW	971
NPB	668
ST6GALNAC3	562571
PTP4A2	31948
ACTG1	2829
TMPRSS2	43854
DENND5A	126526
OR2T10	939
KRTAP20-2	414
DIABLO	19789
VPS33B	24206
TBX1	26891
ADAP2	37458
UQCR10	3045
FAM120C	114931
TRIML1	8303
EIF3C	47173
CLDN5	2314
NIPSNAP1	26306
OR4F6	939
CNTN2	35341
SPRR4	1927
LRTOMT	30452
OR10J5	930
KCNQ3	360235
ADRA2C	2142
NR2C2AP	2006
CRELD2	8904
OR1D2	939
SCFD2	493080
UBE2F	75837
KCNJ12	43514
GPR173	31292
PPP1R2	28925
TSPYL2	6174
PGP	3248
SNRNP35	8798
DGAT2L6	28222
IRAK1	9396
OLIG1	2273
PCDH9	927503
ACOT1	6654
OAF	19304
ALDH1A3	36796
CDR1	1299
KCNK12	61696
POU6F1	31128
DEFB108B	4511
TM2D3	19415
TSSC4	3127
TACSTD2	1820
CLECL1	17440
SIX6	3705
PRKD1	351369
ZDHHC23	15473
S100A7A	6703
SRPK3	4732
GDF3	5992
IQCF2	1810
SLIT3	639399
EFNA5	294044
MRGPRE	7388
KRTAP19-1	662
PKP3	12313
MAP7D2	110195
CSF1	20144
COLEC10	156193
PLA2G6	70336
MAML2	366598
PABPC1L2B	2200
OR4N5	927
SS18L1	38746
KCND2	477163
TOP1MT	50654
COPB2	32242
LRRC19	12537
THAP7	3015
KNTC1	99148
CCR10	2955
WDR27	244857
TXNRD2	66297
C1QTNF8	8019
OR56A3	948
FOXO4	7682
POU3F2	4885
PTP4A3	40434
FOXD4L1	2067
PROS1	101045
GAST	3639
HDDC3	2582
BEX5	2266
ZFP1	23711
CEND1	2976
C6orf58	14647
DHRS7C	20155
DUSP8	18221
SOCS3	3303
SLITRK6	6630
PIWIL3	55687
LPAR5	17125
XPOT	46734
PDE4B	582070
C14orf180	10752
SNN	10698
KCNH7	467361
NELL2	405654
KRBA2	8068
MED12	23855
ZNF93	34630
PRSS55	28635
ODF4	6207
CDCA2	48987
RALYL	739058
GSTT1	8179
ZBTB40	79307
CLDN6	3472
OR51M1	1058
EIF4ENIF1	50476
LRRC26	1282
RNLS	309462
KRTAP6-1	219
FAM110C	7692
DDX53	3630
ATL3	47888
NDUFA12	32386
TCTE3	11464
UBE2G2	33241
SATL1	151496
OSBP2	214043
PRR23B	1896
ZBTB7C	385914
APOO	74586
PRR16	223055
TMED9	5040
DRD1	4147
TMEM186	2460
SDR42E1	22616
RBM33	136820
ARMCX2	4569
BTBD6	2561
SRY	828
RBM43	13924
SUMO3	12513
IMMP2L	899849
TCEAL2	2034
CLCNKB	13527
JAG2	27782
FMNL1	25434
LCN12	3225
OR6A2	1384
WT1	47765
ZFP90	36860
AQP12A	6618
OR6C70	939
MUC6	23896
NOC4L	8012
USP18	27228
NDUFA6	5247
CHRM5	98962
SORCS2	550290
TMEM121	3616
TMEM106A	8168
SIVA1	6508
BRI3BP	37587
IFNE	1475
SLC22A10	21881
DGAT1	12269
RFX6	54920
ROBO2	1743290
AP3M1	30574
F8	186936
NT5C1B	26699
CA13	38616
UBOX5	52293
MAFF	14580
BRF1	106292
LRRC14B	4840
SEMA4B	44760
CIB1	3967
ANKS1B	1249864
SLC24A3	510285
SGCZ	1153587
C5orf47	16971
KRT76	9191
FLRT2	124285
INTS5	6455
RPS27L	9229
MANEAL	7505
ANO9	24074
FAF1	523240
MYADML2	7589
FAM43A	3155
HSF1	23098
C6orf120	4247
PURA	11511
INPP5J	11775
NPY2R	8441
MIXL1	3397
MFSD6L	2256
LRRC37B	46105
DDX51	7726
NOMO2	62253
AQP12B	6468
ZNF479	20251
SIGIRR	11682
NRBP2	7393
IFITM2	1304
TNFAIP2	13979
ZNF445	45966
PGBD2	12912
MC2R	33664
RAB11B	14075
PRMT3	121804
GP1BA	2747
PRPF39	32167
MAGEA11	29070
PPIL6	50957
ZNF74	14349
CDNF	18793
NOTUM	8681
KLHL33	10315
RBM11	12216
ZBTB37	35466
IL3RA	46074
CCDC137	7163
SFTPA2	4556
ARL15	426632
C12orf56	125997
SCN10A	96665
CDK10	9666
SOCS1	1766
TCN2	20098
GAS2L1	5764
ATP6V0A2	49403
HS6ST3	748724
HGS	18111
TNFAIP8L1	16053
OR7A17	930
MAPK11	6668
SP140L	76562
MRPL30	18378
SMYD3	757933
METTL7A	7494
SH3BGR	69643
FAM174B	38328
FAM47A	2579
KPNA7	33916
TMEM179B	2999
GPRIN3	71418
KRT6B	5496
STAC3	7730
ROR1	407494
MUC1	4407
IRF7	3396
BRCC3	51655
SV2B	202978
FAM131C	15883
PDE6G	12669
PRKG1	1307463
NR2F2	14213
DLK1	11360
LSAMP	643114
AHNAK2	41122
OLFML2A	37750
SP1	36271
MRPL40	4177
DBX2	36428
PDIA2	4052
PCGF3	65148
LMLN	83521
P4HB	17370
PSMD13	16009
PBX1	326688
NDUFA4L2	5860
SHC4	140179
KRT79	12904
ZFP36L1	8589
UBE2L3	74588
NTF3	63192
BRWD1	129457
SYN3	550561
POU3F1	2965
SNAI3	8820
ZBTB3	3198
LYG2	12862
MORN5	40181
PRAME	11651
C6orf201	51560
MYBL1	51044
DRG1	34849
ANKFY1	100160
YTHDF3	44235
ZNF696	8536
ADARB2	556467
NRG3	1111985
SRL	52707
C11orf87	6978
IFIT1	13942
CXorf38	20641
KCNQ5	577004
ADAMTSL5	7998
KCNIP4	1220167
MORF4L1	25250
NLRP9	29965
WDR53	14498
DMWD	9899
PIGP	7795
IKZF1	129140
PCYT2	10442
NAT8L	9763
OR6C76	939
BCAP31	23896
ARL17A	71044
GNB1L	71652
DNAH14	469612
EVI2B	10285
ZNF829	28168
TMPRSS11B	19042
THNSL1	10053
TRIM69	31300
ATP6V0C	6498
IFITM1	1233
PRSS38	30754
LAMP1	26434
FFAR3	2030
TAS2R60	957
C16orf54	3528
KLHDC8B	4889
KLHL34	3641
SETD4	25986
PTCH1	74078
RTN4RL1	90658
OR4C46	930
CALHM1	5505
KRTAP5-5	1128
NKAIN3	717615
RNPC3	29541
ZNF267	43551
IRS2	33889
C7orf61	7641
FAM186A	69301
SHOX	35068
LCE3A	270
BICD2	53471
LCE3E	1127
CCIN	1947
TMLHE	123942
GRK1	119176
DEFB128	1859
SLITRK2	12028
RASA3	150905
LRCH3	97211
LEMD1	40679
ATP4B	9395
NDUFA13	11974
ZNF566	44443
ZNF529	61645
ZNF284	17455
HTR3E	9932
DLEU7	132914
KRT73	10990
TAL2	668
AIDA	44479
C15orf41	230619
CD300LF	18607
ZPBP2	9695
KRT5	5820
NBPF6	20357
HTR3D	7826
OR4F5	918
AGBL4	1491101
ARGFX	22674
CYP2R1	14197
LRRC70	2628
ANKRD46	50008
PIP5K1C	70286
OR5D14	945
CYP4F2	20052
OR5D18	942
ZBTB6	5268
C2orf76	64612
TAS2R42	945
POLR3C	20248
UBL4B	1505
WWOX	1113014
CYP4Z1	51088
CCDC84	17656
BCL9L	16668
POLR1D	46669
ZNRF1	111971
EDARADD	90624
CYP4F12	24088
LCE5A	1375
LCE1E	2170
ZNF749	11777
KLHL32	216661
BTLA	35507
ZNF17	10793
KDM4D	25811
GPAT2	14029
TOR3A	13927
PABPC1L2A	2237
GABRA5	82147
PPP1CC	23212
ZNF555	18997
OR10T2	945
NAP1L3	2649
PRELID2	78999
BACE1	30571
RGS9BP	2453
TMEM212	15970
SLC36A3	27409
SLC36A2	32588
THBS2	38335
RXRA	114131
ANKRD37	3401
NUDT17	3325
ZNF75D	58312
CYP4X1	89391
KRT26	5922
KRT10	4498
CD300E	13854
CCDC30	201084
NKRF	18088
GLDN	66346
FCAR	17096
KPNA4	70565
TRDN	420612
OR6P1	954
KRT3	6433
ZNF501	7478
ZNF197	23436
SPATA12	14769
TMPRSS12	44959
DEFB132	3373
NAP1L2	2553
RPS23	5035
GNG2	109184
BTN3A2	13162
AKAP14	24824
PCLO	408873
KLK12	5909
RGS7BP	106305
INSIG1	12464
MYT1L	542163
C5orf38	6686
ZNF396	10644
TMEM222	14256
OR9Q1	157736
CLCNKA	12015
OR9Q2	1085
ARHGAP30	22946
FAM86B1	12024
CYP4F8	15421
CYP4F3	21929
SMYD4	50418
FOXD2	2648
GPATCH8	108126
CEACAM19	12904
NF2	95045
SPATC1	15568
UBE2H	122229
HPDL	1785
KATNA1	53932
FSD2	50708
ARAP1	67321
KIF24	76889
PDE2A	98282
PRG2	3871
PRR5	69135
ZFP91	42488
C17orf58	2508
BCDIN3D	7064
MAGEE2	2268
CYP27C1	36468
LYRM7	34485
CCDC73	192579
BCR	137529
OR10H1	1124
MPPED1	95709
FSCN2	8754
FOXI2	3999
SPIN4	4105
ZNF732	34800
SPIN2B	1867
FOXE3	1768
HYAL3	6574
KCNK18	12811
IFNA10	963
VSIG10L	10589
CXCR3	2593
ZNF397	18194
TPCN1	77122
LILRB4	7540
TNFRSF4	2814
KRT16	2990
HEXIM1	3625
LCE1A	625
KRT14	4617
KRTAP17-1	799
PDZD7	23451
POFUT2	23961
QRFPR	52377
MAPT	133953
ERCC6L	34363
OR13F1	960
TMEM17	5978
TNFRSF18	3085
FGF3	9449
C1QL4	4780
RTN4RL2	17007
ZDHHC17	89628
SERPINA11	10337
P2RY4	1639
ZNF395	40871
ZACN	3625
KRTAP22-1	296
KRTAP19-6	330
KRTAP6-2	189
OR13C8	963
PPARA	93224
TMEM232	307176
KRTAP19-2	394
KRTAP19-4	342
KRTAP15-1	591
KRTAP13-4	645
FAM183A	8493
EFCAB6	283528
KRTAP19-5	485
KRTAP23-1	208
KANK3	20679
EMID1	53702
ACTL7A	1491
KRTAP21-1	414
RHD	57960
ESPN	36169
PNLIPRP1	18217
PTRH1	2014
KRTAP21-2	466
SAMD7	27604
GPR141	60069
TMPRSS6	44278
CYP4A11	12289
TMEM216	6504
RPS19BP1	3656
TMPRSS11A	54099
C3orf70	76223
TEAD1	270317
OR2AK2	1008
PLCD1	22147
CCK	8360
ENTPD5	61373
MITF	228869
HEATR4	80463
NAP1L1	48101
LILRA5	6084
CMC1	83524
SLIT1	187922
LYPD6	144164
AKR1C1	19869
VSTM2B	37736
FOXD3	2562
SPATA21	38782
RNF220	246565
ANGPTL5	25849
LCE4A	388
LCE2A	1098
KRTAP12-1	588
LCE2C	1260
ZNF546	23979
TSPYL4	4112
DAZ3	50424
MT1X	1727
GCNT1	65751
LCE2D	1280
SESTD1	163155
LCE3B	288
FNBP1	156003
DYNC2H1	370437
KRT12	5921
MAGED4B	7446
BCAM	12363
RSBN1L	86564
NPSR1	220115
WDR86	29589
EPOR	7108
FAM9C	9004
KRTAP9-8	1006
CIDEC	13545
DCC	1195703
TAF9B	9903
PCDHB13	5061
MAGI2	1436612
LUZP2	585586
LHFPL3	579902
FPR3	31034
KCNJ11	4099
CDHR4	9142
COL4A1	158195
PLEKHG7	35604
GJA4	2749
PTMA	5017
HSPA14	33436
ATP13A5	103965
SIRT7	6238
IFT140	101646
POTEG	31856
PRAMEF10	5375
SBK2	8523
CYP26C1	8743
TLR5	33845
USP7	71810
NANOS3	3509
FOXD4L3	2218
NHLRC1	2238
DPPA3	6127
COX8C	1175
PLEKHN1	9384
MAGEH1	1440
TET3	123267
ZNF286A	21036
ISG15	1044
EXD3	116267
OR5W2	933
C17orf97	4342
ZKSCAN4	17515
RGPD1	96362
DHRS4L2	36535
SAMD11	18844
VMAC	5982
C5orf52	8626
HAPLN4	8049
ERC2	960157
SPRY4	14587
ERAS	3357
TRPV2	21433
AMTN	14175
C2orf88	65708
OR2T27	954
TMEM203	1567
SLC18A3	2411
KBTBD12	72446
THSD4	641935
DNAJB13	19969
GABRD	11414
TCEA1	55893
NHEJ1	85542
FANCA	79099
SECISBP2	41164
OR52B6	1008
SSX7	10840
ADH1A	14617
SEMA4D	134870
KRTAP10-8	876
LIN28B	126226
DNAH17	153701
MCRS1	9852
TMEM72	25695
FANCM	64961
ZNF70	12431
CARD9	9714
PEAR1	22712
TMEM202	10063
HELT	1964
TMEM220	19194
C2orf78	32960
PLSCR3	4799
EIF4EBP1	29832
P2RX2	3613
ASCL4	2260
OR6C75	939
CCDC157	22050
TTC24	6364
FAM122A	5502
PALM3	8710
GFRAL	75025
SHISA7	14126
DMBT1	83072
CLEC17A	28061
OR51I2	1070
LCN10	4771
LDLRAD2	12961
C2orf66	5862
OVCH1	61670
CYHR1	15104
COL14A1	248472
DNER	356927
CPSF4L	13432
KLHL17	5136
ZCCHC13	855
PLA2G2C	14385
ZSCAN23	10837
RINL	10446
C17orf99	19913
OR7D2	3225
TPRG1	153334
MORN2	6748
S100A3	1930
UBQLN2	3418
RILPL1	63666
ZNF490	34714
CLCN1	35973
NRN1L	3971
NWD1	98107
ARL4C	4041
RNF133	1383
TREML4	10534
RAB42	3185
WNT7B	56797
C11orf95	8884
SCGB1C1	1498
PLA2G4E	69122
GPR89B	65338
MESP2	2423
FAM25A	4437
EYS	1987244
C6orf132	41502
DAZ1	69738
OR2AG2	951
MAPK12	8910
TMEM215	5662
COL4A5	257708
KRTAP10-6	1238
AGRN	35997
NHS	360792
FAM166A	4153
TMPPE	6725
ZNF626	41633
HEPACAM2	43660
SMTNL2	24313
ZC3H6	64463
PRKAR1B	178480
DCUN1D3	45434
POTEE	46969
ZNF793	36395
AGAP4	28286
COMMD6	24221
PLA2G2A	5000
IL17REL	20955
OR7A5	8945
C15orf62	2470
RUFY4	21567
ZNF383	30527
HES4	1134
IGFL1	1502
ZNF669	4411
LRRIQ4	15883
CENPP	294577
PLSCR1	29428
C3orf62	8637
ZNF559	21720
SBK1	31325
OR6C6	945
BSPH1	24125
SLC38A3	16215
OR6N2	954
GTF2F2	164384
PRR19	8690
ZP3	44548
C10orf99	11494
IFNA2	1144
JAKMIP3	118913
PPP3R2	3366
PDCD1	9011
CLEC2A	33695
GPR21	2023
TCTEX1D4	1378
SELL	20954
CHM	186378
NANOS2	1565
CERKL	120436
SLC24A5	21683
IER5L	2710
INSC	134785
SERPINA5	11693
C19orf54	9617
LCTL	18820
NCCRP1	4921
KRTDAP	3141
COL25A1	493934
FAM83G	35976
HBA2	835
DUSP28	4900
NBR1	41282
OR2G6	951
RALGAPA2	323114
NDOR1	13695
NKAIN2	1021796
KRTAP1-1	910
PAQR9	2437
CLN3	25422
FAM72B	16677
ASAH2	63750
SUMO2	17374
NANOS1	4017
HMX3	3454
IGFL3	4622
ZNF177	19605
DPYD	843292
S100A16	6252
PTAR1	50487
CC2D2B	124720
RNASE9	4839
RHCE	58666
C2orf80	24684
IDO2	81437
PARVB	170023
SLC4A5	127175
UROS	34673
OR56A5	942
KRTAP24-1	1642
ZDHHC9	40599
QRFP	4106
DUPD1	20800
OSTN	66375
VWC2	148313
TMEM120B	69317
RBM34	30068
NOXA1	11014
TMEM198	6933
BCL2L15	10766
FZD9	2343
SPRED3	9685
OPTC	14797
ADRB3	3610
CATSPER4	11915
PRELP	15547
PLA2G2E	3609
ZNF548	13139
MTF1	50019
TMCO2	3748
SHISA6	322851
TMEM201	25967
NHLRC3	11799
HMX2	2551
SNTN	12538
ZDHHC11	55382
CNR2	42848
ENTPD8	6994
RPL14	11249
BEND4	41803
FAM78B	110838
ZNF563	16157
TMC3	43126
POTEA	70744
FBF1	28659
KLRG2	30984
ASTL	14587
MSL1	14947
LRRK2	144289
BSX	4265
GJB3	5151
TRMT2B	42772
NYX	28193
FAM120AOS	10250
C9orf152	8573
NOC2L	15054
AADACL3	12615
LIPI	102143
LRRC66	26712
ZNF292	110379
HUS1B	1026
KCTD21	17378
SBSN	4945
ADAT2	27864
KIR2DL4	10908
MAGEB16	5431
VHLL	1014
DUSP21	868
ZNF567	33725
NDUFA4	8211
ALKBH2	5301
RNFT1	12501
RNF222	7126
CGB5	1464
RELN	517870
FAM111B	20231
APOD	15236
GAGE2A	7313
LITAF	39229
VSTM1	23129
TMEM120A	7765
ARID2	178332
SF3B3	53853
PRSS48	14690
IL1RAPL2	1200943
BLOC1S3	3017
SP6	10790
ANKRD34B	13526
PLAC9	12630
FAM47B	2120
NKAPL	1662
FSCB	3135
CLDN4	1831
ZNF573	41028
GRAPL	31599
FAM47E	69744
ZNF527	21968
ZAR1L	11665
KRTAP10-12	873
S100A13	15563
ZNF33A	49418
OR14I1	936
KRT77	13899
PCDH18	13577
DCAF8L2	159599
ZNF600	22608
BTBD8	67496
MAOA	91917
C15orf61	9016
TSPYL1	5259
SPANXN3	8740
PNRC2	3635
GJB5	3466
FHIT	1504124
ZKSCAN3	19226
FOXR2	2793
RRP7A	11453
LIN54	88339
FAM53B	125087
FAM180A	19222
SPANXN4	8353
S100A14	2071
ALG1L	7770
KIAA0408	20984
GSPT2	2791
TBC1D28	8899
C8orf76	21411
CXCL17	14669
OTUD6A	1723
HMGB1	160884
MMP23B	2479
SH2D5	12973
ZFP92	3306
NCR1	6936
RASSF10	2804
GJB4	2588
OR2L13	163894
BLOC1S2	13435
SYCP2	70067
IL1RAP	145666
PTPRT	1117151
MYBPC1	91058
PAX5	201000
OR5K4	966
OR6M1	942
SPOCK3	501207
ZNF676	17863
ZNF699	18699
TDRD7	84030
OR8A1	1378
KIAA0895L	8365
HLA-DRB1	11068
VN1R2	1311
MYT1	77802
SERPINA3	11663
AKR1C3	58921
SPATS2L	176386
ZNF250	25223
WDSUB1	50906
ZNF79	20999
S100A4	2186
PLEKHG4	11319
